 "subject" , "predicate" , "object" ,
 "http://dbpedia.org/class/yago/1960sMusicGroups" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://dbpedia.org/class/yago/Group100031264" ,
 "http://dbpedia.org/class/yago/1960sMusicGroups" , "http://www.w3.org/2000/01/rdf-schema#label" , "group" ,
 "http://dbpedia.org/class/yago/BeatGroups" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://dbpedia.org/class/yago/Group100031264" ,
 "http://dbpedia.org/class/yago/BeatGroups" , "http://www.w3.org/2000/01/rdf-schema#label" , "group" ,
 "http://dbpedia.org/class/yago/MusicalGroupsDisestablishedIn1970" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://dbpedia.org/class/yago/MusicalOrganization108246613" ,
 "http://dbpedia.org/class/yago/MusicalGroupsDisestablishedIn1970" , "http://www.w3.org/2000/01/rdf-schema#label" , "group disestablished in 1970" ,
 "http://dbpedia.org/ontology/Person" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#Class" ,
 "http://dbpedia.org/ontology/Person" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.w3.org/2002/07/owl#Thing" ,
 "http://dbpedia.org/ontology/Person" , "http://www.w3.org/2000/01/rdf-schema#label" , "Person" ,
 "http://dbpedia.org/ontology/Artist" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#Class" ,
 "http://dbpedia.org/ontology/Artist" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://dbpedia.org/ontology/Person" ,
 "http://dbpedia.org/ontology/Artist" , "http://www.w3.org/2000/01/rdf-schema#label" , "Artist" ,
 "http://dbpedia.org/class/yago/EnglishMusicalGroups" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://dbpedia.org/class/yago/Group100031264" ,
 "http://dbpedia.org/class/yago/EnglishMusicalGroups" , "http://www.w3.org/2000/01/rdf-schema#label" , "group" ,
 "http://dbpedia.org/class/yago/EnglishRockMusicGroups" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://dbpedia.org/class/yago/Group100031264" ,
 "http://dbpedia.org/class/yago/EnglishRockMusicGroups" , "http://www.w3.org/2000/01/rdf-schema#label" , "group" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Resource" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Area" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Place" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/Place" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/PopulatedPlace" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/PortCitiesAndTownsInTheUnitedKingdom" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/Village108672738" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/CitiesInEngland" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://sw.opencyc.org/2008/06/10/concept/Mx8Ngh4rv3A7TpwpEbGdrcN5Y29ycB4rvViWaZwpEbGdrcN5Y29ycA" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/SettlementsEstablishedInThe13thCentury" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://sw.opencyc.org/2008/06/10/concept/Mx4r5HewJuC8QdiOY_SlFq4lRg" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://sw.opencyc.org/2008/06/10/concept/Mx4r6Ki-3KMNEdqAAAACs6hO_g" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/Village" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/Borough" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/MetropolitanBoroughs" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/TownsInMerseyside" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/GeographicalRegion" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/City" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/Town" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/WorldHeritageSitesInEngland" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/CoastalCities" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/property/hasPhotoCollection" , "http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Liverpool" ,
 "http://dbpedia.org/resource/Liverpool" , "http://xmlns.com/foaf/0.1/name" , "City of Liverpool" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2002/07/owl#sameAs" , "http://sws.geonames.org/6288086/" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2002/07/owl#sameAs" , "http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000000249e6" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2002/07/owl#sameAs" , "http://sw.opencyc.org/2008/06/10/concept/Mx4rvVjaFJwpEbGdrcN5Y29ycA" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/ontology/longitudeseastorwest" , "W" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/ontology/populationAsOf" , "2007" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/property/longew" , "W" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Liverpool" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Coastal_settlements" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Towns_in_Merseyside" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:World_Heritage_Sites_in_England" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Settlements_established_in_the_13th_century" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Articles_including_recorded_pronunciations_%28UK_English%29" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:1207_establishments" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Metropolitan_boroughs" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Cities_in_England" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Port_cities_and_towns_in_the_United_Kingdom" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/property/settlementType" , "http://dbpedia.org/resource/City_status_in_the_United_Kingdom" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/property/settlementType" , "http://dbpedia.org/resource/Metropolitan_borough" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/property/establishedDate" , "1207" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/property/establishedDate" , "1880" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "利物浦（英文：-{Liverpool}-，古英語：Lerpoole）是英� �兰西北部著名港口城市，是默西赛德都市郡的5个自治市之一，由利物浦市议会治理，2002年市内人口441,477人，而整个默西河畔都市区的人口共有1,362,026人。昔日利物浦市是英国著名的製� 業中心，今日该市虽然已经失去了大部分制� 业基础，仍是英� �兰的� �心城市之一。该市最为著名的是音乐（披头四乐队）与足球（有兩支參� 英超聯的球會——利物浦和愛華� �）。" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "リヴァプール (Liverpool) は、イギリス、イングランド北西部マージーサイド州の中心都市。ビートルズの出身地として世界中の音楽ファンに知られている。かつて、奴隷貿易の中心港として繁� �したという� の歴史も有する。市域面積は111.84平方キロメートル、2005年の人口は447,500人。2008年の欧州文化首都の一つ。" ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool er en by i vestlige England i Storbritannia. Den ligger ikke så veldig langt ifra grensen til Wales, på nordsiden av fjorden som dannes av elven Mersey." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool is a city and metropolitan borough of Merseyside, England, along the eastern side of the Mersey Estuary. It was founded as a borough in 1207 and was granted city status in 1880. Liverpool has a population of 435,500, and lies at the centre of the wider Liverpool Urban Area, which has a population of 816,216. Historically a part of Lancashire, the urbanisation and expansion of Liverpool were broadly brought about by the city's status as a major port. By the 18th century, trade from the West Indies, Ireland and mainland Europe coupled with close links with the Atlantic Slave Trade furthered the economic expansion of Liverpool. By the early 19th century, 40% of the world's trade passed through Liverpool's docks, contributing to Liverpool's rise as a major city." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool – miasto położone na zachodnim wybrzeżu północnej Anglii, ok. 340 km od Londynu, na północnym brzegu estuarium rzeki Mersey. Siedziba hrabstwa Merseyside." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool er en by i England, Merseyside med cirka 540. 000 indbyggere." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "LiverpoolKategori:Platser med angivna koordinater är en stad och ett storstadsdistrikt i nordvästra England, norr om floden Merseys mynning." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool é uma cidade do Merseyside, no noroeste da Inglaterra, no lado norte do estuário do Mersey." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool [ˈlɪvəpuːl] ist eine Stadt und Metropolitan Borough im Nordwesten von England, an der Mündung des Flusses Mersey." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Ливерпу́ль (англ. Liverpool)� — город в Великобритании, в конурбации Мерсисайд, порт на северо-западном побережье Англии." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool is een stad en district in het noordwesten van Engeland, aan de noordzijde van de rivier de Mersey." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool es una ciudad en el condado de Merseyside, noroeste de Inglaterra, sobre el lado este del estuario del Río Mersey." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool ['lɪvəpu:l] on kaupunki Luoteis-Englannissa Isossa-Britanniassa, Merseysiden alueella ." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool (439. 476 ab.) è una citt� del Regno Unito, capoluogo dell’omonimo distretto metropolitano e della contea metropolitana inglese del Merseyside." ,
 "http://dbpedia.org/resource/Liverpool" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Liverpool est une ville du Merseyside dans la région de l'Angleterre du Nord-Ouest sur la rive septentrionale de l'estuaire du fleuve Mersey.La population de la ville était (recensement 2001) de 439 473 habitants (plus de 1 000 000 dans l'agglomération)." ,
 "http://dbpedia.org/resource/Liverpool" , "http://xmlns.com/foaf/0.1/page" , "http://en.wikipedia.org/wiki/Liverpool" ,
 "http://dbpedia.org/resource/Liverpool" , "http://dbpedia.org/ontology/leaderTitle" , "Governing&nbsp;body" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Resource" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Place" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/Place" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/PopulatedPlace" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/GeographicalRegion" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Country" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/IndependentCountry" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/AdministrativeDistrict" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/BritishIsles" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://sw.opencyc.org/2008/06/10/concept/Mx4rwMAYTJwpEbGdrcN5Y29ycA" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/Country108544813" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/sc/ControlledLand" ,
 "http://dbpedia.org/resource/England" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://sw.opencyc.org/2008/06/10/concept/Mx4rvViIeZwpEbGdrcN5Y29ycA" ,
 "http://dbpedia.org/resource/England" , "http://dbpedia.org/ontology/longitudeseastorwest" , "W" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Resource" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/TheBeatlesAlbums" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/ac/InstrumentalArtifact" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/ParlophoneAlbums" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/1964Albums" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/MusicalWork" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://umbel.org/umbel/ac/Artifact" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/AlbumsProducedByGeorgeMartin" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Work" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Album" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/class/yago/Album106591815" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/property/hasPhotoCollection" , "http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Beatles_for_Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://xmlns.com/foaf/0.1/name" , "Beatles for Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#label" , "Beatles for Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#label" , "Beatles for Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#label" , "Beatles for Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#label" , "Beatles for Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#label" , "Beatles For Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#label" , "Beatles for Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#label" , ビートルズ・フォー・セール ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2002/07/owl#sameAs" , "http://zitgist.com/music/record/c9f28bf9-3e03-4da2-b0b8-5d76691df7de" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2002/07/owl#sameAs" , "http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000002f71c57" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:1964_albums" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:The_Beatles_albums" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Albums_produced_by_George_Martin" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Parlophone_albums" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Number-one_albums_in_the_United_Kingdom" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for Sale, ett musikalbum av The Beatles, utgivet 4 december 1964. Efter att ha gjort albumet A Hard Day's Night med enbart egna låtar, blev Beatles tvungna att fylla ut sitt nya album med covers, precis som på de två första albumen." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for Sale ist das vierte Album der Beatles und wurde am 4. Dezember 1964 veröffentlicht. Produziert wurde es von George Martin für das Label Parlophone." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for Sale è il titolo del quarto album dei Beatles, prodotto da George Martin come i precedenti." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for Sale é o quarto álbum do Beatles. Foi lançado em dezembro de 1964." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for Sale is The Beatles' fourth album, released in late 1964 and produced by George Martin for Parlophone. The album marked a minor turning point in the evolution of Lennon and McCartney as lyricists, Lennon particularly now showing interest in composing songs of a more autobiographical nature. "I'm a Loser" shows Lennon for the first time seemingly coming under the influence of Bob Dylan having met him for the first time in New York while on tour on August 28, 1964.In the United States, the tracks on Beatles for Sale were first released on the Capitol albums Beatles '65 and Beatles VI." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for Sale on joulukuussa 1964 julkaistu The Beatlesin neljäs albumi. Sen tuotti George Martin ja julkaisi Parlophone." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for Sale er The Beatles' fjerde album, og ble gitt ut sent i 1964." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "«Beatles For Sale» — четвёртый альбом группы The Beatles." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Beatles for sale es el cuarto álbum publicado por los Beatles en diciembre de 1964." ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://xmlns.com/foaf/0.1/page" , "http://en.wikipedia.org/wiki/Beatles_for_Sale" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/property/before" , "http://dbpedia.org/resource/The_Rolling_Stones_%28album%29" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/property/before" , "http://dbpedia.org/resource/The_Rolling_Stones" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/ontology/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/ontology/producer" , "http://dbpedia.org/resource/George_Martin" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/property/length" , "33:26" ,
 "http://dbpedia.org/resource/Beatles_for_Sale" , "http://dbpedia.org/ontology/reviews" , "*Allmusic {{Rating|5|5}} [http://www.allmusic.com/cg/amg.dll?p=amg&sql=Adq63tr29kl4x link]
*Q {{Rating|4|5}} [http://www.q4music.com/nav?page=q4music.artist.review&fixture_review=117562&fixture_artist=144975 link]" ,
